index,PearsonCorrelation,PearsonCorrelationPvalue,SpearmanCorrelation,SpearmanCorrelationPvalue,pearson > 0.3,pearson < -0.3,spearman > 0.3,spearman < -0.3
429,-0.104616681,0,-0.1359354,0,0,0,0,0
430,-0.12403633,0,-0.1384874,0,0,0,0,0
431,-0.126450387,0,-0.1380879,0,0,0,0,0
432,-0.124677183,0,-0.1378988,0,0,0,0,0
433,-0.126083254,0,-0.1380741,0,0,0,0,0
434,-0.231584362,0,-0.0306503,0.0223093,0,0,0,0
435,-0.262244392,0,-0.0570285,0.000021,0,0,0,0
436,-0.254647865,0,-0.0532332,0.0000717,0,0,0,0
437,-0.217831169,0,0.0420443,0.0017175,0,0,0,0
438,-0.210565296,0,0.0601716,0.0000072,0,0,0,0
439,-0.222047799,0,0.0509782,0.0001434,0,0,0,0
440,-0.230392915,0,0.0514248,0.0001253,0,0,0,0
441,-0.230190431,0,0.0481595,0.0003286,0,0,0,0
442,-0.230863444,0,0.0447352,0.0008499,0,0,0,0
443,-0.245731728,0,-0.1751892,0,0,0,0,0
444,-0.254487307,0,-0.2124414,0,0,0,0,0
445,-0.218289673,0,-0.1330823,0,0,0,0,0
446,-0.273674686,0,-0.2583028,0,0,0,0,0
447,-0.254866198,0,-0.0879087,0,0,0,0,0
448,-0.177925475,0,0.0002882,0.9828643,0,0,0,0
449,-0.239229104,0,0.0206601,0.1235437,0,0,0,0
450,-0.242979119,0,-0.1442365,0,0,0,0,0
451,-0.242297891,0,-0.1438514,0,0,0,0,0
452,-0.239632387,0,-0.1409991,0,0,0,0,0
453,-0.207772619,0,-0.1272607,0,0,0,0,0
454,-0.20573645,0,-0.1276365,0,0,0,0,0
455,-0.203627416,0,-0.1258725,0,0,0,0,0
456,-0.224674096,0,-0.1598676,0,0,0,0,0
457,-0.342453595,0,-0.3416131,0,0,1,0,1
458,-0.254571074,0,-0.3476089,0,0,0,0,1
459,-0.182189015,0,-0.1406685,0,0,0,0,0
460,-0.269237631,0,-0.3608854,0,0,0,0,1
461,-0.279734379,0,-0.3923373,0,0,0,0,1
462,-0.235539833,0,-0.3675109,0,0,0,0,1
463,-0.258517266,0,-0.3624127,0,0,0,0,1
464,-0.266601956,0,-0.3742534,0,0,0,0,1
465,-0.27134721,0,-0.3790164,0,0,0,0,1
466,-0.238546025,0,-0.3212279,0,0,0,0,1
467,-0.220496859,0,-0.2790586,0,0,0,0,0
468,-0.20016811,0,-0.2422613,0,0,0,0,0
469,-0.196462508,0,-0.2229306,0,0,0,0,0
470,-0.202284162,0,-0.1671738,0,0,0,0,0
471,-0.275720301,0,-0.2752723,0,0,0,0,0
472,-0.020810199,0.1208392,-0.0182222,0.1743652,0,0,0,0
473,0.048604207,0.0002891,0.0672893,0.0000005,0,0,0,0
474,-0.284365284,0,-0.2208392,0,0,0,0,0
475,-0.166624373,0,0.0329112,0.0141392,0,0,0,0
476,-0.213357646,0,0.0600572,0.0000074,0,0,0,0
477,-0.212413898,0,0.0616496,0.0000042,0,0,0,0
478,-0.25559785,0,-0.0247883,0.0646192,0,0,0,0
479,-0.273038271,0,-0.0356348,0.0078864,0,0,0,0
480,-0.315311745,0,-0.063144,0.0000025,0,1,0,0
481,-0.320650624,0,-0.0655991,0.000001,0,1,0,0
482,-0.321293507,0,-0.0655488,0.000001,0,1,0,0
483,-0.249623193,0,-0.0309504,0.0210301,0,0,0,0
484,-0.253812056,0,-0.2543065,0,0,0,0,0
485,-0.195362264,0,-0.1687793,0,0,0,0,0
486,-0.196073884,0,-0.1691083,0,0,0,0,0
487,-0.200302556,0,-0.1676697,0,0,0,0,0
488,-0.212117626,0,-0.1906243,0,0,0,0,0
489,-0.201580013,0,-0.1887414,0,0,0,0,0
490,0.028547878,0.0333158,0.0542501,0.000052,0,0,0,0
491,0.03361613,0.0122004,0.0785672,0,0,0,0,0
492,-0.23505061,0,-0.2024188,0,0,0,0,0
493,-0.182144612,0,-0.1357621,0,0,0,0,0
494,-0.104922421,0,-0.0895967,0,0,0,0,0
495,-0.106559317,0,-0.0874037,0,0,0,0,0
496,-0.106307154,0,-0.0874037,0,0,0,0,0
497,-0.106210185,0,-0.0874031,0,0,0,0,0
498,-0.108073891,0,-0.0954186,0,0,0,0,0
499,-0.109809635,0,-0.0969193,0,0,0,0,0
500,-0.116969924,0,-0.0998093,0,0,0,0,0
501,-0.004582547,0.7326798,0.0724955,0.0000001,0,0,0,0
502,-0.109631951,0,0.1422592,0,0,0,0,0
503,-0.165037368,0,-0.1568156,0,0,0,0,0
504,-0.174198628,0,-0.1699727,0,0,0,0,0
505,0.003699771,0.7827292,0.1015733,0,0,0,0,0
506,0.062620246,0.000003,0.2275166,0,0,0,0,0
507,0.095258326,0,0.2257154,0,0,0,0,0
508,0.099735967,0,0.227583,0,0,0,0,0
509,0.120634598,0,0.2334496,0,0,0,0,0
510,0.158253699,0,0.2388357,0,0,0,0,0
511,0.268397522,0,0.3782501,0,0,0,1,0
512,0.246427485,0,0.3778372,0,0,0,1,0
513,0.237919415,0,0.377803,0,0,0,1,0
514,0.145901616,0,0.3923273,0,0,0,1,0
515,0.103028828,0,0.1029121,0,0,0,0,0
516,0.095093451,0,0.1091838,0,0,0,0,0
517,0.103584552,0,0.1004316,0,0,0,0,0
518,0.097763075,0,0.1003844,0,0,0,0,0
519,0.099917843,0,0.1153041,0,0,0,0,0
520,0.079770665,0,0.1821437,0,0,0,0,0
521,-0.279618897,0,-0.2079594,0,0,0,0,0
522,-0.317643009,0,-0.2048378,0,0,1,0,0
523,-0.300526616,0,-0.2143693,0,0,1,0,0
524,-0.37295036,0,-0.3207874,0,0,1,0,1
525,-0.37939563,0,-0.3159397,0,0,1,0,1
526,-0.378743783,0,-0.3238138,0,0,1,0,1
527,-0.366222085,0,-0.3071963,0,0,1,0,1
528,-0.351912726,0,-0.3077754,0,0,1,0,1
529,-0.366589662,0,-0.3170441,0,0,1,0,1
530,-0.168554141,0,0.0348941,0.0092782,0,0,0,0
531,-0.141976382,0,0.0196679,0.1426223,0,0,0,0
532,-0.12548664,0,-0.1179854,0,0,0,0,0
533,-0.104364233,0,-0.110247,0,0,0,0,0
534,-0.096342191,0,-0.1118561,0,0,0,0,0
535,-0.084523123,0,-0.1013415,0,0,0,0,0
536,-0.083378826,0,-0.1056736,0,0,0,0,0
537,-0.004284664,0.7494537,0.0124721,0.3525534,0,0,0,0
538,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
539,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
540,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
541,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
542,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
543,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
544,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
545,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
546,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
547,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
548,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
549,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
550,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
551,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
552,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
553,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
554,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
555,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
556,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
557,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
558,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
559,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
560,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
561,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
562,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
563,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
564,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
565,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
566,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
567,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
568,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
569,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
570,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
571,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
572,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
573,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
574,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
575,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
576,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
577,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
578,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
579,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
580,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
581,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
582,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
583,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
584,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
585,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
586,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
587,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
588,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
589,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
590,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
591,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
592,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
593,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
594,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
595,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
596,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
597,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
598,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
599,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
600,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
601,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
602,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
603,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
604,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
605,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
606,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
607,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
608,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
609,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
610,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
611,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
612,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
613,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
614,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
615,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
616,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
617,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
618,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
619,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
620,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
621,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
622,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
623,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
624,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
625,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
626,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
627,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
628,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
629,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
630,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
631,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
632,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
633,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
634,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
635,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
636,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
637,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
638,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
639,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
640,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
641,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
642,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
643,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
644,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
645,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
646,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
647,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
648,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
649,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
650,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
651,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
652,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
653,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
654,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
655,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
656,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
657,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
658,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
659,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
660,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
661,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
662,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
663,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
664,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
665,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
666,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
667,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
668,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
669,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
670,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
671,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
672,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
673,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
674,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
675,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
676,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
677,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
678,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
679,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
680,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
681,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
682,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
683,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
684,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
685,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
686,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
687,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
688,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
689,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
690,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
691,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
692,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
693,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
694,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
695,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
696,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
697,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
698,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
699,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
700,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
701,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
702,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
703,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
704,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
705,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
706,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
707,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
708,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
709,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
710,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
711,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
712,-0.008902319,0.5069787,-0.0142916,0.2867471,0,0,0,0
713,-0.034142866,0.0109094,-0.0624085,0.0000032,0,0,0,0
714,-0.034142866,0.0109094,-0.0624085,0.0000032,0,0,0,0
715,-0.033683962,0.0120269,-0.0614469,0.0000046,0,0,0,0
716,-0.044351887,0.0009416,-0.078549,0,0,0,0,0
717,-0.047870897,0.0003568,-0.0810233,0,0,0,0,0
718,-0.233563792,0,-0.2791497,0,0,0,0,0
719,-0.285537154,0,-0.2623509,0,0,0,0,0
720,-0.262820981,0,-0.2064923,0,0,0,0,0
721,-0.263912205,0,-0.1712448,0,0,0,0,0
722,-0.226098186,0,-0.1187035,0,0,0,0,0
723,-0.223994741,0,0.0061198,0.6482875,0,0,0,0
724,-0.184082703,0,0.0328862,0.0142126,0,0,0,0
725,-0.242622827,0,0.0436344,0.0011385,0,0,0,0
726,-0.251992042,0,0.0328145,0.0144252,0,0,0,0
727,-0.214252192,0,-0.0392461,0.0034297,0,0,0,0
728,-0.182216007,0,-0.0162925,0.2245781,0,0,0,0
729,-0.177471471,0,-0.0379373,0.004674,0,0,0,0
730,-0.122302387,0,0.0167577,0.2116191,0,0,0,0
731,-0.134503965,0,-0.0296903,0.0268661,0,0,0,0
732,-0.136166828,0,0.0352628,0.0085602,0,0,0,0
733,-0.16758831,0,0.0131782,0.3259618,0,0,0,0
734,-0.093363877,0,0.00689,0.6075628,0,0,0,0
735,-0.100961408,0,-0.0174554,0.1932107,0,0,0,0
736,-0.267884166,0,-0.0816256,0,0,0,0,0
737,-0.244210258,0,-0.1300876,0,0,0,0,0
738,-0.317112232,0,-0.3522224,0,0,1,0,1
739,-0.34249805,0,-0.3740138,0,0,1,0,1
740,-0.342297767,0,-0.3736988,0,0,1,0,1
741,-0.331784757,0,-0.3526792,0,0,1,0,1
742,-0.299939953,0,-0.293939,0,0,0,0,0
743,-0.268916114,0,-0.2863579,0,0,0,0,0
744,-0.251592061,0,-0.2491744,0,0,0,0,0
745,-0.196348395,0,-0.2224311,0,0,0,0,0
746,-0.217128975,0,-0.2271847,0,0,0,0,0
747,-0.149066398,0,-0.1152781,0,0,0,0,0
748,-0.125515687,0,-0.090066,0,0,0,0,0
749,-0.13311201,0,-0.1119093,0,0,0,0,0
750,-0.095032536,0,-0.0110734,0.4091541,0,0,0,0
751,-0.059862569,0.000008,0.0639184,0.0000019,0,0,0,0
752,-0.101754062,0,-0.0306422,0.0223447,0,0,0,0
753,-0.11591595,0,-0.0316898,0.0181471,0,0,0,0
754,-0.095621733,0,0.043572,0.0011573,0,0,0,0
755,-0.103856832,0,0.0429897,0.0013472,0,0,0,0
756,-0.103044978,0,0.0433467,0.0012276,0,0,0,0
757,-0.128541482,0,0.0408402,0.0023245,0,0,0,0
758,-0.129943697,0,-0.1428753,0,0,0,0,0
759,-0.132912886,0,-0.1435539,0,0,0,0,0
760,-0.137743529,0,-0.1439619,0,0,0,0,0
761,-0.140584057,0,-0.1579992,0,0,0,0,0
762,-0.132513655,0,-0.1592362,0,0,0,0,0
763,-0.121922305,0,-0.1570153,0,0,0,0,0
764,-0.11262872,0,-0.156346,0,0,0,0,0
765,-0.103791129,0,-0.1564687,0,0,0,0,0
766,-0.114713731,0,-0.1563022,0,0,0,0,0
767,-0.119316222,0,-0.1599578,0,0,0,0,0
768,-0.118027516,0,-0.1604359,0,0,0,0,0
769,-0.050787207,0.0001519,-0.1628183,0,0,0,0,0
770,-0.001406667,0.9164978,-0.0157707,0.2397762,0,0,0,0
771,-0.008860262,0.5089878,-0.015768,0.2398575,0,0,0,0
772,-0.02459143,0.0667721,-0.0158331,0.2379219,0,0,0,0
773,-0.042171334,0.0016629,-0.016333,0.2234272,0,0,0,0
774,-0.05613561,0.0000282,-0.0163332,0.2234224,0,0,0,0
775,-0.196471585,0,-0.1735432,0,0,0,0,0
776,-0.193689079,0,-0.1705129,0,0,0,0,0
777,-0.193589872,0,-0.1709652,0,0,0,0,0
778,-0.190207532,0,-0.1708085,0,0,0,0,0
779,-0.190371231,0,-0.1717486,0,0,0,0,0
780,-0.18524546,0,-0.1706411,0,0,0,0,0
781,-0.186276941,0,-0.1709235,0,0,0,0,0
782,-0.179201678,0,-0.1024775,0,0,0,0,0
783,-0.173863952,0,-0.1026315,0,0,0,0,0
784,-0.143340182,0,-0.1009243,0,0,0,0,0
785,-0.165048037,0,-0.1031192,0,0,0,0,0
786,-0.129290357,0,-0.1013442,0,0,0,0,0
787,-0.127019177,0,-0.1011293,0,0,0,0,0
788,-0.115470118,0,-0.0979869,0,0,0,0,0
789,-0.163551463,0,-0.3386887,0,0,0,0,1
790,-0.152911714,0,-0.2073617,0,0,0,0,0
791,-0.173280284,0,-0.0696605,0.0000002,0,0,0,0
792,-0.178553756,0,-0.0701803,0.0000002,0,0,0,0
793,-0.205119096,0,-0.0331805,0.0133687,0,0,0,0
794,-0.144169059,0,0.098882,0,0,0,0,0
795,-0.212702742,0,-0.0419249,0.0017705,0,0,0,0
796,-0.233731499,0,-0.1062058,0,0,0,0,0
797,-0.236827824,0,-0.1001887,0,0,0,0,0
798,-0.218943591,0,-0.0586707,0.000012,0,0,0,0
799,-0.253072139,0,-0.0811742,0,0,0,0,0
800,-0.236578194,0,-0.0749863,0,0,0,0,0
801,-0.216374734,0,-0.2185374,0,0,0,0,0
802,-0.167969665,0,-0.1472166,0,0,0,0,0
803,-0.160518534,0,-0.1473411,0,0,0,0,0
804,-0.135756774,0,-0.1440225,0,0,0,0,0
805,-0.120692159,0,-0.1385138,0,0,0,0,0
806,-0.122819054,0,-0.1385073,0,0,0,0,0
807,-0.119739124,0,-0.134476,0,0,0,0,0
808,-0.12214143,0,-0.1341535,0,0,0,0,0
809,-0.143155811,0,-0.0765293,0,0,0,0,0
810,-0.091228317,0,0.0452013,0.0007495,0,0,0,0
811,-0.047822195,0.0003618,0.0484411,0.000303,0,0,0,0
812,-0.195848704,0,-0.1888974,0,0,0,0,0
813,-0.300904215,0,-0.1772558,0,0,1,0,0
814,-0.246005217,0,-0.1360431,0,0,0,0,0
815,-0.206600966,0,-0.2501978,0,0,0,0,0
816,-0.205801301,0,-0.2498514,0,0,0,0,0
817,-0.200722548,0,-0.248168,0,0,0,0,0
818,-0.182458537,0,-0.2475994,0,0,0,0,0
819,-0.197633237,0,-0.2207903,0,0,0,0,0
820,-0.202779892,0,-0.1909235,0,0,0,0,0
821,-0.129336115,0,-0.2144671,0,0,0,0,0
822,-0.020685701,0.1230788,0.0614006,0.0000046,0,0,0,0
823,-0.050977189,0.0001435,-0.0053581,0.6896183,0,0,0,0
824,-0.056866949,0.0000222,-0.1099812,0,0,0,0,0
825,-0.059989192,0.0000076,-0.1056124,0,0,0,0,0
826,-0.073417231,0,-0.1435291,0,0,0,0,0
827,-0.121612787,0,-0.1539649,0,0,0,0,0
828,-0.133288463,0,-0.1553768,0,0,0,0,0
829,-0.139312463,0,-0.1557121,0,0,0,0,0
830,-0.1459495,0,-0.1577326,0,0,0,0,0
831,-0.145607201,0,-0.1567289,0,0,0,0,0
832,-0.146706699,0,-0.1597025,0,0,0,0,0
833,-0.15196894,0,-0.1623355,0,0,0,0,0
834,-0.16226238,0,-0.1634273,0,0,0,0,0
835,-0.17105033,0,-0.1648211,0,0,0,0,0
836,-0.092315863,0,-0.1569992,0,0,0,0,0
837,0.022691,0.090742,0.0385584,0.0040399,0,0,0,0
838,0.022691481,0.0907352,0.0385584,0.0040399,0,0,0,0
839,0.022690543,0.0907485,0.0385584,0.0040399,0,0,0,0
840,0.022688358,0.0907796,0.0385584,0.0040399,0,0,0,0
841,0.022687872,0.0907865,0.0385584,0.0040399,0,0,0,0
842,0.0226841,0.0908402,0.0385584,0.0040399,0,0,0,0
843,0.022684984,0.0908276,0.0385584,0.0040399,0,0,0,0
844,0.022689152,0.0907683,0.0385584,0.0040399,0,0,0,0
845,0.022690505,0.090749,0.0385584,0.0040399,0,0,0,0
846,0.022773682,0.0895716,0.0380643,0.0045374,0,0,0,0
847,0.021035551,0.1168664,0.0231045,0.0850095,0,0,0,0
848,0.02007107,0.1346139,0.0231045,0.0850095,0,0,0,0
849,0.170294592,0,0.2459629,0,0,0,0,0
850,0.030706008,0.0220666,0.233755,0,0,0,0,0
851,0.13637297,0,0.2546894,0,0,0,0,0
852,0.107246869,0,0.2300771,0,0,0,0,0
853,0.261132915,0,0.3209033,0,0,0,1,0
854,0.270242394,0,0.3731304,0,0,0,1,0
855,0.227103084,0,0.4494662,0,0,0,1,0
856,0.225869813,0,0.411188,0,0,0,1,0
857,0.175974069,0,0.4334189,0,0,0,1,0
858,0.113384557,0,0.2644962,0,0,0,0,0
859,0.144083457,0,0.2698587,0,0,0,0,0
860,0.083097966,0,0.1889575,0,0,0,0,0
861,0.080565912,0,0.1583243,0,0,0,0,0
862,-0.005158611,0.7006073,0.1426111,0,0,0,0,0
863,-0.050763482,0.000153,0.1687934,0,0,0,0,0
